RequestID,DateSubmitted,Category,CustomerID,Status
1269,05/10/2020,Order Management,311-61-0749,In Progress
1270,11/13/2020,Sales,748-77-0463,Resolved
1271,02/14/2020,Sales,594-98-0377,In Progress
1272,07/30/2020,Sales,785-60-0924,Resolved
1273,10/05/2020,Sales,175-23-0064,In Progress
1274,03/24/2020,Order Management,756-08-0540,Resolved
1275,05/19/2020,Order Management,077-32-0275,New
1276,08/02/2020,Sales,074-38-0429,New
1277,05/19/2020,Order Management,773-48-0872,In Progress
1278,08/09/2020,Technical Issue,879-92-0291,New
1279,09/10/2020,Sales,645-51-0965,In Progress
1280,09/03/2020,Sales,606-47-0361,Resolved
1281,06/22/2020,Order Management,692-08-0519,Resolved
1282,05/16/2020,Technical Issue,295-99-0109,New
1283,09/15/2020,Technical Issue,084-54-0605,In Progress
1284,01/15/2020,Technical Issue,064-38-0916,In Progress
1285,11/06/2020,Technical Issue,024-15-0465,New
1286,03/20/2020,Order Management,623-67-0844,New
1287,07/13/2020,Sales,709-65-0591,New
1288,09/23/2020,Order Management,565-73-0261,In Progress
1289,04/13/2020,Technical Issue,066-75-0084,In Progress
1290,02/03/2020,Order Management,019-89-0888,New
1291,03/23/2020,Order Management,184-09-0763,New
1292,05/13/2020,Order Management,396-63-0286,In Progress
1293,05/25/2020,Sales,639-60-0357,New
1294,10/14/2020,Sales,300-35-0321,Resolved
1295,08/21/2020,Sales,512-24-0386,In Progress
1296,10/26/2020,Sales,673-99-0406,New
1297,09/07/2020,Technical Issue,010-56-0468,New
1298,06/07/2020,Sales,582-56-0981,In Progress
1299,03/14/2020,Sales,243-80-0195,In Progress
1300,02/06/2020,Sales,308-22-0944,In Progress
1301,04/11/2020,Sales,252-52-0414,Resolved
1302,11/19/2020,Technical Issue,777-67-0705,Resolved
1303,02/09/2020,Sales,435-15-0297,New
1304,05/13/2020,Order Management,441-89-0244,New
1305,04/21/2020,Order Management,623-55-0758,In Progress
1306,10/14/2020,Technical Issue,059-19-0689,Resolved
1307,10/05/2020,Order Management,786-98-0418,In Progress
1308,02/11/2020,Technical Issue,698-31-0597,In Progress
1309,01/24/2020,Order Management,739-60-0243,Resolved
1310,02/07/2020,Sales,268-01-0637,Resolved
1311,02/15/2020,Sales,663-19-0074,New
1312,01/31/2020,Order Management,882-63-0365,New
1313,11/08/2020,Order Management,852-90-0056,New
1314,09/08/2020,Order Management,840-71-0147,Resolved
1315,06/30/2020,Sales,715-94-0206,Resolved
1316,04/16/2020,Technical Issue,667-28-0730,In Progress
1317,03/28/2020,Order Management,461-89-0308,In Progress
1318,04/19/2020,Order Management,272-65-0778,New
1319,05/12/2020,Sales,710-05-0722,New
1320,06/13/2020,Technical Issue,831-65-0301,In Progress
1321,01/29/2020,Sales,230-73-0126,In Progress
1322,11/16/2020,Order Management,788-10-0156,In Progress
1323,04/23/2020,Order Management,858-61-0155,Resolved
1324,10/06/2020,Order Management,052-40-0292,Resolved
1325,07/07/2020,Technical Issue,710-94-0499,Resolved
1326,08/24/2020,Order Management,445-45-0124,New
1327,04/22/2020,Technical Issue,540-72-0597,Resolved
1328,04/06/2020,Technical Issue,015-60-0017,In Progress
1329,10/03/2020,Sales,646-34-0453,Resolved
1330,10/17/2020,Sales,692-38-0560,In Progress
1331,09/20/2020,Technical Issue,165-32-0187,New
1332,09/02/2020,Sales,348-36-0223,In Progress
1333,01/16/2020,Sales,305-30-0182,Resolved
1334,10/31/2020,Technical Issue,187-10-0101,In Progress
1335,11/03/2020,Sales,620-55-0763,New
1336,04/02/2020,Order Management,580-02-0466,In Progress
1337,05/26/2020,Sales,377-11-0870,Resolved
1338,05/25/2020,Order Management,885-33-0514,Resolved
1339,08/01/2020,Technical Issue,230-39-0727,In Progress
1340,06/07/2020,Sales,010-68-0832,New
1341,01/17/2020,Technical Issue,024-80-0726,Resolved
1342,07/05/2020,Technical Issue,140-02-0353,In Progress
1343,10/26/2020,Order Management,348-03-0976,In Progress
1344,07/26/2020,Sales,193-22-0364,New
1345,06/22/2020,Sales,039-45-0633,New
1346,11/02/2020,Technical Issue,299-88-0684,New
1347,04/29/2020,Order Management,676-43-0609,New
1348,08/28/2020,Technical Issue,630-80-0942,New
1349,06/25/2020,Order Management,136-95-0373,New
1350,04/24/2020,Order Management,735-91-0374,In Progress
1351,11/23/2020,Order Management,196-14-0280,Resolved
1352,06/20/2020,Order Management,810-18-0970,In Progress
1353,04/28/2020,Technical Issue,609-05-0423,New
1354,11/10/2020,Order Management,661-14-0443,Resolved
1355,03/02/2020,Sales,080-31-0309,Resolved
1356,02/19/2020,Sales,371-74-0521,Resolved
1357,08/01/2020,Sales,855-38-0406,In Progress
1358,04/12/2020,Order Management,481-12-0137,In Progress
1359,10/26/2020,Technical Issue,183-80-0326,Resolved
1360,08/09/2020,Technical Issue,348-34-0626,Resolved
1361,02/07/2020,Order Management,221-43-0017,In Progress
1362,08/02/2020,Technical Issue,213-11-0785,In Progress
1363,02/26/2020,Order Management,879-58-0188,Resolved
1364,05/09/2020,Sales,763-90-0206,Resolved
1365,03/06/2020,Technical Issue,534-18-0898,In Progress
1366,04/18/2020,Technical Issue,309-74-0502,In Progress
1367,06/30/2020,Order Management,393-10-0017,In Progress
1368,09/28/2020,Sales,499-47-0398,In Progress
1369,03/22/2020,Sales,457-54-0201,In Progress
1370,11/04/2020,Order Management,142-52-0899,New
1371,09/01/2020,Sales,304-08-0726,In Progress
1372,03/05/2020,Technical Issue,801-80-0852,Resolved
1373,11/07/2020,Sales,473-66-0100,New
1374,07/03/2020,Order Management,030-63-0003,In Progress
1375,05/04/2020,Order Management,594-22-0793,In Progress
1376,01/28/2020,Order Management,397-28-0322,In Progress
1377,03/10/2020,Order Management,636-85-0117,In Progress
1378,04/11/2020,Technical Issue,110-81-0293,Resolved
1379,04/17/2020,Technical Issue,626-62-0254,In Progress
1380,05/29/2020,Order Management,137-68-0582,New
1381,05/23/2020,Sales,392-17-0802,In Progress
1382,04/15/2020,Order Management,781-42-0421,New
1383,02/28/2020,Technical Issue,060-86-0841,In Progress
1384,08/07/2020,Technical Issue,102-07-0261,In Progress
1385,01/16/2020,Sales,888-51-0544,Resolved
1386,01/18/2020,Sales,763-57-0808,Resolved
1387,01/21/2020,Order Management,649-11-0272,Resolved
1388,05/03/2020,Order Management,315-86-0457,New
1389,05/01/2020,Sales,337-72-0012,New
1390,11/23/2020,Sales,019-16-0128,Resolved
1391,12/01/2020,Order Management,455-56-0137,Resolved
1392,08/20/2020,Order Management,023-68-0909,New
1393,01/11/2020,Order Management,253-60-0069,In Progress
1394,05/06/2020,Order Management,604-38-0638,Resolved
1395,11/01/2020,Technical Issue,831-71-0761,In Progress
1396,11/20/2020,Sales,640-35-0891,New
1397,10/23/2020,Order Management,241-63-0679,In Progress
1398,04/14/2020,Sales,122-92-0631,New
1399,06/20/2020,Technical Issue,702-57-0141,Resolved
1400,05/10/2020,Order Management,882-90-0301,Resolved
1401,09/19/2020,Order Management,692-13-0779,Resolved
1402,08/01/2020,Sales,384-15-0593,New
1403,09/10/2020,Order Management,514-71-0997,In Progress
1404,01/30/2020,Technical Issue,648-73-0131,New
1405,05/06/2020,Technical Issue,350-48-0993,In Progress
1406,05/02/2020,Technical Issue,282-70-0229,In Progress
1407,06/22/2020,Sales,545-59-0341,New
1408,05/06/2020,Order Management,649-09-0426,Resolved
1409,04/20/2020,Order Management,357-67-0845,Resolved
1410,02/10/2020,Order Management,362-66-0096,Resolved
1411,10/17/2020,Sales,516-04-0059,Resolved
1412,04/16/2020,Order Management,132-36-0677,In Progress
1413,08/09/2020,Technical Issue,490-85-0560,New
1414,04/26/2020,Technical Issue,214-71-0250,New
1415,02/21/2020,Technical Issue,319-12-0366,New
1416,09/10/2020,Sales,435-56-0585,New
1417,11/08/2020,Order Management,063-25-0783,In Progress
1418,08/13/2020,Technical Issue,605-60-0607,In Progress
1419,07/21/2020,Technical Issue,482-12-0090,New
1420,10/28/2020,Technical Issue,411-60-0505,New
1421,05/29/2020,Order Management,095-16-0556,New
1422,02/19/2020,Sales,101-27-0692,New
1423,07/01/2020,Sales,558-19-0180,In Progress
1424,06/01/2020,Sales,885-92-0503,Resolved
1425,03/29/2020,Order Management,864-74-0922,In Progress
1426,01/27/2020,Order Management,361-20-0583,Resolved
1427,09/25/2020,Technical Issue,845-22-0076,Resolved
1428,11/22/2020,Order Management,851-38-0479,In Progress
1429,04/07/2020,Technical Issue,044-11-0014,In Progress
1430,02/28/2020,Sales,638-81-0857,Resolved
1431,10/15/2020,Sales,141-17-0162,New
1432,01/08/2020,Order Management,706-06-0371,New
1433,06/22/2020,Sales,630-58-0463,In Progress
1434,05/05/2020,Sales,066-84-0598,In Progress
1435,08/09/2020,Technical Issue,362-73-0012,New
1436,02/12/2020,Technical Issue,824-78-0768,In Progress
1437,01/10/2020,Technical Issue,046-67-0604,In Progress
1438,11/08/2020,Sales,415-64-0886,New
1439,07/11/2020,Technical Issue,437-11-0114,New
1440,07/18/2020,Technical Issue,784-54-0152,New
1441,08/22/2020,Technical Issue,611-86-0512,In Progress
1442,08/02/2020,Sales,873-93-0579,In Progress
1443,06/17/2020,Order Management,183-54-0373,In Progress
1444,09/14/2020,Order Management,551-69-0679,Resolved
1445,07/13/2020,Technical Issue,298-92-0715,In Progress
1446,08/17/2020,Sales,572-78-0302,In Progress
1447,07/14/2020,Sales,826-22-0120,New
1448,03/13/2020,Sales,242-56-0925,Resolved
1449,01/15/2020,Technical Issue,572-38-0951,In Progress
1450,11/01/2020,Technical Issue,628-27-0738,Resolved
1451,11/30/2020,Technical Issue,688-99-0096,In Progress
1452,08/18/2020,Sales,298-02-0218,In Progress
1453,03/30/2020,Order Management,397-40-0280,Resolved
1454,07/01/2020,Technical Issue,489-10-0049,In Progress
1455,04/03/2020,Order Management,880-22-0984,New
1456,09/29/2020,Sales,617-28-0470,New
1457,08/18/2020,Sales,393-83-0944,In Progress
1458,05/31/2020,Sales,207-34-0754,Resolved
1459,10/02/2020,Order Management,451-43-0582,In Progress
1460,04/20/2020,Technical Issue,606-21-0715,In Progress
1461,04/03/2020,Order Management,233-09-0062,In Progress
1462,04/15/2020,Technical Issue,473-74-0786,New
1463,07/19/2020,Sales,385-74-0142,In Progress
1464,06/30/2020,Order Management,782-08-0970,New
1465,04/27/2020,Technical Issue,560-07-0539,New
1466,02/10/2020,Technical Issue,301-23-0298,New
1467,10/17/2020,Order Management,493-25-0339,In Progress
1468,03/16/2020,Order Management,041-06-0320,New
1469,01/21/2020,Sales,107-59-0257,New
1470,10/15/2020,Technical Issue,715-01-0053,In Progress
1471,10/03/2020,Technical Issue,197-82-0453,In Progress
1472,07/30/2020,Sales,650-37-0774,Resolved
1473,08/15/2020,Technical Issue,713-82-0102,New
1474,04/18/2020,Sales,121-53-0432,Resolved
1475,08/09/2020,Technical Issue,407-11-0400,In Progress
1476,05/18/2020,Order Management,071-61-0220,New
1477,01/08/2020,Technical Issue,381-04-0251,Resolved
1478,02/09/2020,Technical Issue,343-59-0063,In Progress
1479,05/16/2020,Order Management,242-26-0481,New
1480,09/23/2020,Order Management,108-92-0839,Resolved
1481,07/28/2020,Sales,090-23-0868,Resolved
1482,10/27/2020,Order Management,599-89-0718,In Progress
1483,06/01/2020,Order Management,628-19-0517,Resolved
1484,06/29/2020,Sales,223-77-0394,New
1485,03/10/2020,Order Management,892-29-0426,New
1486,04/12/2020,Sales,481-38-0289,Resolved
1487,05/20/2020,Order Management,472-84-0854,In Progress
1488,05/06/2020,Technical Issue,531-55-0840,New
1489,04/16/2020,Sales,228-86-0868,New
1490,08/31/2020,Sales,105-18-0547,New
1491,06/27/2020,Sales,089-98-0138,In Progress
1492,07/02/2020,Order Management,117-22-0199,Resolved
1493,10/27/2020,Technical Issue,577-41-0110,In Progress
1494,08/03/2020,Sales,664-53-0569,In Progress
1495,04/23/2020,Sales,735-13-0359,Resolved
1496,10/19/2020,Sales,178-28-0220,Resolved
1497,04/27/2020,Sales,477-91-0466,In Progress
1498,03/13/2020,Technical Issue,699-83-0369,In Progress
1499,05/20/2020,Order Management,265-45-0862,Resolved
1500,08/21/2020,Technical Issue,555-99-0705,In Progress
1501,01/29/2020,Technical Issue,419-06-0209,New
1502,10/08/2020,Sales,680-04-0114,Resolved
1503,02/21/2020,Order Management,885-40-0216,Resolved
1504,11/14/2020,Order Management,138-48-0969,In Progress
1505,04/01/2020,Order Management,870-65-0913,In Progress
1506,08/10/2020,Order Management,710-68-0880,New
1507,09/13/2020,Order Management,139-52-0713,In Progress
1508,08/24/2020,Technical Issue,632-68-0576,In Progress
1509,01/29/2020,Sales,498-04-0189,In Progress
1510,08/21/2020,Sales,662-83-0166,Resolved
1511,06/30/2020,Technical Issue,778-55-0968,New
1512,12/01/2020,Order Management,408-71-0514,Resolved
1513,11/28/2020,Technical Issue,885-16-0005,Resolved
1514,11/20/2020,Sales,648-44-0251,In Progress
1515,04/12/2020,Technical Issue,062-80-0657,Resolved
1516,06/10/2020,Technical Issue,577-61-0775,Resolved
1517,03/07/2020,Sales,485-58-0023,New
1518,02/16/2020,Sales,426-88-0257,In Progress
1519,09/02/2020,Order Management,188-59-0653,In Progress
1520,03/20/2020,Order Management,151-05-0123,Resolved
1521,06/24/2020,Order Management,741-12-0378,New
1522,07/23/2020,Sales,395-29-0148,In Progress
1523,11/08/2020,Order Management,446-36-0716,Resolved
1524,04/04/2020,Order Management,632-11-0172,Resolved
1525,11/02/2020,Order Management,161-94-0062,In Progress
1526,03/28/2020,Sales,562-30-0152,Resolved
1527,02/25/2020,Sales,778-23-0425,New
1528,10/31/2020,Sales,533-81-0955,In Progress
1529,10/02/2020,Technical Issue,581-59-0340,Resolved
1530,09/21/2020,Sales,465-29-0474,New
1531,02/13/2020,Sales,795-91-0103,New
1532,06/12/2020,Technical Issue,566-39-0449,In Progress
1533,04/19/2020,Order Management,773-64-0349,Resolved
1534,05/06/2020,Order Management,742-88-0028,Resolved
1535,01/24/2020,Order Management,393-44-0479,Resolved
1536,03/24/2020,Sales,864-52-0295,New
1537,02/12/2020,Order Management,345-96-0081,New
1538,07/28/2020,Order Management,130-48-0313,In Progress
1539,03/06/2020,Order Management,556-47-0438,New
1540,06/29/2020,Sales,773-91-0600,New
1541,10/18/2020,Technical Issue,590-49-0179,Resolved
1542,02/13/2020,Technical Issue,192-42-0381,New
1543,06/15/2020,Order Management,763-36-0652,In Progress
1544,11/29/2020,Technical Issue,778-10-0151,In Progress
1545,08/04/2020,Technical Issue,424-91-0199,New
1546,11/23/2020,Order Management,424-27-0938,In Progress
1547,03/29/2020,Technical Issue,125-76-0067,In Progress
1548,06/28/2020,Sales,407-43-0660,In Progress
1549,11/23/2020,Technical Issue,146-41-0071,Resolved
1550,08/05/2020,Sales,683-25-0329,Resolved
1551,05/20/2020,Sales,362-02-0651,In Progress
1552,01/19/2020,Technical Issue,752-38-0862,In Progress
1553,11/28/2020,Technical Issue,140-73-0387,New
1554,09/01/2020,Order Management,844-37-0701,New
1555,04/01/2020,Sales,748-18-0520,New
1556,09/05/2020,Order Management,749-19-0359,New
1557,04/27/2020,Technical Issue,575-09-0549,In Progress
1558,11/09/2020,Sales,515-69-0644,Resolved
1559,01/01/2020,Order Management,044-70-0316,Resolved
1560,09/04/2020,Technical Issue,828-64-0431,New
1561,03/11/2020,Technical Issue,049-14-0217,In Progress
1562,06/09/2020,Sales,880-43-0917,Resolved
1563,08/12/2020,Order Management,875-67-0320,Resolved
1564,05/01/2020,Sales,395-04-0135,Resolved
1565,01/15/2020,Order Management,222-03-0997,Resolved
1566,08/09/2020,Order Management,513-94-0464,In Progress
1567,01/17/2020,Sales,079-12-0923,Resolved
1568,04/03/2020,Technical Issue,189-79-0538,In Progress
1569,01/12/2020,Sales,818-64-0674,Resolved
1570,08/11/2020,Technical Issue,860-09-0602,In Progress
1571,06/05/2020,Sales,587-54-0951,New
1572,11/26/2020,Sales,492-65-0466,Resolved
1573,11/23/2020,Order Management,531-38-0496,New
1574,02/17/2020,Order Management,664-51-0525,Resolved
1575,08/25/2020,Sales,208-11-0721,New
1576,07/10/2020,Technical Issue,872-62-0509,Resolved
1577,04/14/2020,Sales,681-59-0335,Resolved
1578,06/10/2020,Technical Issue,646-79-0236,New
1579,05/31/2020,Technical Issue,899-61-0182,New
1580,09/16/2020,Sales,440-87-0241,Resolved
1581,07/29/2020,Sales,237-15-0176,New
1582,06/28/2020,Sales,014-67-0557,New
1583,11/26/2020,Technical Issue,055-23-0387,Resolved
1584,01/21/2020,Sales,872-13-0660,New
1585,10/20/2020,Technical Issue,692-73-0672,In Progress
1586,07/06/2020,Order Management,810-40-0105,Resolved
1587,11/25/2020,Sales,597-45-0475,New
1588,06/02/2020,Order Management,431-52-0970,New
1589,03/31/2020,Technical Issue,632-35-0890,In Progress
1590,02/08/2020,Sales,592-04-0040,Resolved
1591,01/26/2020,Sales,404-86-0681,In Progress
1592,10/11/2020,Technical Issue,689-18-0389,In Progress
1593,11/17/2020,Technical Issue,303-88-0385,Resolved
1594,07/03/2020,Order Management,713-56-0425,New
1595,03/26/2020,Order Management,861-90-0561,In Progress
1596,02/29/2020,Sales,785-82-0961,New
1597,04/24/2020,Sales,269-69-0020,In Progress
1598,04/16/2020,Sales,337-25-0440,New
1599,07/12/2020,Sales,224-52-0129,New
1600,08/24/2020,Order Management,763-24-0022,In Progress
1601,11/23/2020,Sales,495-17-0754,Resolved
1602,09/24/2020,Sales,288-48-0825,Resolved
1603,01/18/2020,Order Management,656-57-0546,In Progress
1604,06/26/2020,Order Management,885-89-0456,In Progress
1605,04/17/2020,Technical Issue,177-31-0162,In Progress
1606,09/22/2020,Technical Issue,589-79-0327,In Progress
1607,02/13/2020,Order Management,553-85-0373,Resolved
1608,04/22/2020,Order Management,735-32-0098,New
1609,03/19/2020,Technical Issue,161-69-0222,In Progress
1610,06/06/2020,Order Management,529-90-0202,Resolved
1611,06/09/2020,Order Management,042-19-0646,In Progress
1612,02/14/2020,Order Management,155-53-0910,In Progress
1613,11/20/2020,Technical Issue,451-97-0105,In Progress
1614,11/08/2020,Technical Issue,712-89-0928,New
1615,04/15/2020,Order Management,482-09-0806,New
1616,05/08/2020,Technical Issue,498-78-0986,New
1617,01/12/2020,Technical Issue,575-62-0988,In Progress
1618,10/18/2020,Order Management,664-79-0879,In Progress
1619,10/12/2020,Technical Issue,497-64-0716,Resolved
1620,08/07/2020,Order Management,124-81-0535,Resolved
1621,04/10/2020,Order Management,285-22-0089,In Progress
1622,08/05/2020,Technical Issue,416-47-0864,Resolved
1623,05/19/2020,Order Management,481-83-0205,New
1624,07/28/2020,Technical Issue,634-62-0505,Resolved
1625,07/29/2020,Order Management,580-88-0283,In Progress
1626,10/03/2020,Order Management,375-62-0086,In Progress
1627,04/02/2020,Sales,104-52-0565,New
1628,08/07/2020,Order Management,578-54-0911,In Progress
1629,10/31/2020,Order Management,603-24-0871,New
1630,01/01/2020,Technical Issue,063-96-0943,Resolved
1631,07/16/2020,Sales,152-61-0204,Resolved
1632,10/13/2020,Sales,582-30-0916,New
1633,08/30/2020,Technical Issue,611-11-0389,In Progress
1634,08/13/2020,Technical Issue,654-30-0250,New
1635,03/25/2020,Order Management,605-92-0831,In Progress
1636,11/19/2020,Order Management,235-31-0217,New
1637,02/10/2020,Order Management,812-26-0210,In Progress
1638,05/02/2020,Technical Issue,683-91-0924,New
1639,09/08/2020,Sales,065-63-0337,New
1640,10/24/2020,Sales,118-85-0873,Resolved
1641,07/03/2020,Sales,388-88-0369,New
1642,09/20/2020,Sales,765-36-0033,Resolved
1643,10/24/2020,Order Management,142-67-0390,Resolved
1644,05/31/2020,Order Management,620-13-0464,In Progress
1645,05/24/2020,Sales,794-04-0671,Resolved
1646,03/31/2020,Technical Issue,179-38-0262,New
1647,11/13/2020,Sales,360-24-0595,Resolved
1648,06/15/2020,Sales,516-25-0557,Resolved
1649,09/03/2020,Sales,596-95-0938,Resolved
1650,04/23/2020,Sales,555-36-0112,Resolved
1651,01/04/2020,Sales,892-74-0598,In Progress
1652,08/18/2020,Order Management,886-67-0330,In Progress
1653,08/19/2020,Order Management,534-78-0935,In Progress
1654,08/12/2020,Order Management,884-29-0307,In Progress
1655,05/13/2020,Technical Issue,138-98-0632,New
1656,01/28/2020,Order Management,040-66-0599,Resolved
1657,08/14/2020,Order Management,130-08-0694,New
1658,10/29/2020,Order Management,685-91-0111,New
1659,05/27/2020,Order Management,362-08-0346,Resolved
1660,11/24/2020,Sales,529-31-0065,New
1661,08/25/2020,Technical Issue,631-38-0659,Resolved
1662,08/29/2020,Order Management,766-82-0920,New
1663,07/14/2020,Sales,233-29-0254,In Progress
1664,06/14/2020,Order Management,521-76-0632,New
1665,02/17/2020,Order Management,685-71-0462,New
1666,11/28/2020,Order Management,758-71-0953,New
1667,08/27/2020,Order Management,284-37-0118,New
1668,02/17/2020,Order Management,321-06-0782,Resolved
1669,03/11/2020,Sales,863-38-0251,Resolved
1670,11/22/2020,Sales,628-69-0821,Resolved
1671,08/31/2020,Order Management,354-11-0728,In Progress
1672,07/12/2020,Sales,429-59-0458,In Progress
1673,11/20/2020,Technical Issue,666-33-0235,Resolved
1674,04/15/2020,Sales,873-10-0938,In Progress
1675,01/22/2020,Order Management,874-95-0512,New
1676,11/15/2020,Order Management,589-19-0942,In Progress
1677,07/21/2020,Technical Issue,157-29-0522,New
1678,02/04/2020,Sales,035-70-0253,In Progress
1679,09/14/2020,Sales,023-57-0725,Resolved
1680,04/20/2020,Sales,585-23-0664,Resolved
1681,04/07/2020,Technical Issue,543-94-0748,In Progress
1682,05/30/2020,Sales,727-30-0234,New
1683,06/13/2020,Sales,734-88-0574,Resolved
1684,08/07/2020,Order Management,250-10-0171,New
1685,10/06/2020,Sales,302-42-0489,Resolved
1686,06/05/2020,Sales,741-28-0386,In Progress
1687,01/08/2020,Sales,600-60-0441,New
1688,05/22/2020,Sales,330-32-0997,Resolved
1689,11/21/2020,Sales,056-97-0011,Resolved
1690,02/28/2020,Order Management,341-80-0239,In Progress
1691,11/30/2020,Technical Issue,046-72-0384,New
1692,08/19/2020,Order Management,052-98-0855,Resolved
1693,06/28/2020,Sales,495-72-0229,In Progress
1694,04/29/2020,Order Management,008-61-0022,In Progress
1695,03/16/2020,Sales,731-84-0848,In Progress
1696,06/22/2020,Order Management,242-40-0498,In Progress
1697,09/02/2020,Order Management,206-57-0110,Resolved
1698,08/19/2020,Technical Issue,516-53-0107,In Progress
1699,02/10/2020,Technical Issue,217-86-0457,New
1700,11/14/2020,Technical Issue,648-77-0598,Resolved
1701,10/13/2020,Order Management,448-72-0482,Resolved
1702,06/02/2020,Technical Issue,245-45-0931,New
1703,11/24/2020,Sales,201-52-0941,New
1704,01/16/2020,Technical Issue,415-62-0595,Resolved
1705,02/08/2020,Sales,154-37-0010,New
1706,03/21/2020,Technical Issue,130-73-0520,New
1707,11/13/2020,Sales,015-48-0304,New
1708,06/05/2020,Order Management,374-29-0839,Resolved
1709,05/10/2020,Order Management,659-23-0460,New
1710,11/26/2020,Order Management,562-07-0343,Resolved
1711,06/16/2020,Sales,743-15-0357,In Progress
1712,09/30/2020,Order Management,043-76-0155,New
1713,09/07/2020,Technical Issue,130-31-0923,Resolved
1714,08/02/2020,Technical Issue,121-87-0669,In Progress
1715,10/26/2020,Sales,164-56-0919,In Progress
1716,09/26/2020,Technical Issue,804-29-0184,In Progress
1717,09/12/2020,Order Management,215-28-0129,New
1718,08/29/2020,Order Management,120-43-0533,In Progress
1719,10/04/2020,Sales,421-05-0205,In Progress
1720,10/06/2020,Technical Issue,141-44-0517,Resolved
1721,01/21/2020,Technical Issue,148-21-0748,Resolved
1722,03/30/2020,Technical Issue,442-50-0922,Resolved
1723,11/24/2020,Sales,648-84-0402,Resolved
1724,07/27/2020,Order Management,483-50-0100,In Progress
1725,04/20/2020,Sales,467-14-0476,Resolved
1726,11/28/2020,Technical Issue,423-61-0801,In Progress
1727,06/08/2020,Sales,611-24-0196,New
1728,06/20/2020,Technical Issue,869-33-0057,Resolved
1729,09/22/2020,Sales,708-95-0042,New
1730,06/25/2020,Order Management,108-75-0477,New
1731,08/03/2020,Order Management,706-13-0946,Resolved
1732,09/18/2020,Technical Issue,333-48-0414,In Progress
1733,07/08/2020,Sales,298-14-0441,New
