order_id,cust_id,transaction_amount,order_date,ship_type,sales_lead,department,cancelled
30,CID000-527,507.24,08/11/2019,EXP,Yetta Sosa,Electronics,FALSE
31,CID000-652,72.37,01/02/2020,SAD,Kameko Wiggins,Branding,FALSE
32,CID000-735,506.59,24/05/2019,NED,Calista Parker,Electronics,FALSE
33,CID000-946,369.53,01/10/2019,EXP,Barbara Rosales,Branding,FALSE
34,CID000-1650,210.01,20/06/2020,NED,Amery Hancock,Electronics,FALSE
35,CID000-757,450.28,20/01/2020,NED,Keelie Hendricks,Office,FALSE
36,CID000-1068,390.19,26/03/2020,NED,Maxwell Sherman,Office,FALSE
37,CID000-402,258.14,19/01/2020,EXP,Fritz Fernandez,Branding,FALSE
38,CID000-863,318.99,12/11/2019,EXP,Cathleen Odonnell,Electronics,FALSE
39,CID000-1645,235.8,08/03/2019,STD,Hiram Holland,Office,FALSE
40,CID000-1517,149.17,28/03/2020,EXP,Deirdre Parsons,Electronics,FALSE
41,CID000-1329,34.24,05/11/2019,NED,Dara Colon,Electronics,FALSE
42,CID000-918,69.24,09/07/2019,NED,Gary Knowles,Office,FALSE
43,CID000-571,337.93,17/09/2019,SAD,Lysandra Schroeder,Branding,FALSE
44,CID000-1461,223.07,11/09/2019,EXP,Odysseus Roberson,Electronics,FALSE
45,CID000-842,39.31,26/08/2019,SAD,Inez Perez,Electronics,FALSE
46,CID000-1298,99.06,11/06/2019,EXP,Elijah Lee,Electronics,FALSE
47,CID000-1535,234.6,26/06/2019,EXP,Indira Ashley,Electronics,FALSE
48,CID000-1686,310.56,12/01/2019,STD,Kenyon Stokes,Electronics,FALSE
49,CID000-921,66.65,20/06/2019,STD,Heather Keith,Office,FALSE
50,CID000-641,296.77,06/12/2019,STD,Gray Larson,Branding,1
51,CID000-411,261.21,24/06/2019,STD,Yetta Orr,Electronics,1
52,CID000-1719,231.11,25/04/2019,EXP,Emerson Compton,Electronics,FALSE
53,CID000-818,25.66,09/04/2020,EXP,Victor Flores,Electronics,FALSE
54,CID000-1484,490.05,20/02/2019,SAD,Wing Leach,Branding,FALSE
55,CID000-1275,96,28/11/2019,SAD,Karina Dudley,Branding,FALSE
56,CID000-1482,393.96,06/12/2019,STD,Ila Rodriguez,Electronics,FALSE
57,CID000-663,314.74,12/08/2019,NED,Farrah Valentine,Electronics,FALSE
58,CID000-413,278.21,23/03/2019,SAD,Cyrus Dunn,Branding,FALSE
59,CID000-603,325.72,18/06/2020,NED,Linus Porter,Branding,FALSE
60,CID000-1361,181.93,05/08/2019,NED,Jasper Sullivan,Electronics,FALSE
61,CID000-540,267.52,19/06/2019,STD,Rogan Hewitt,Branding,FALSE
62,CID000-760,293.25,15/01/2020,STD,Wylie Rasmussen,Office,FALSE
63,CID000-1364,154.19,09/07/2020,STD,Tiger Edwards,Office,FALSE
64,CID000-549,286.49,15/08/2019,NED,Kaden Leon,Branding,FALSE
65,CID000-704,301.08,14/02/2020,STD,Deacon Carrillo,Electronics,FALSE
66,CID000-352,55.11,06/06/2019,NED,Winter Schroeder,Branding,FALSE
67,CID000-1542,196.5,12/04/2019,EXP,Mariko Floyd,Electronics,FALSE
68,CID000-417,474.08,07/04/2020,NED,Lysandra Sherman,Office,FALSE
69,CID000-922,163.82,04/07/2020,SAD,Hanae Brewer,Branding,FALSE
70,CID000-1716,374.07,13/01/2020,EXP,Herman Young,Branding,1
71,CID000-887,22.46,11/09/2019,SAD,Harlan Carey,Electronics,FALSE
72,CID000-1020,484.93,26/05/2019,EXP,Fitzgerald Spencer,Electronics,FALSE
73,CID000-1620,416.14,19/01/2019,NED,Hu Quinn,Electronics,FALSE
74,CID000-1227,377.48,06/04/2020,SAD,Brian Nelson,Branding,FALSE
75,CID000-1267,36.06,12/04/2019,SAD,Audra Odom,Branding,FALSE
76,CID000-561,350.05,28/08/2019,SAD,Morgan Robinson,Branding,FALSE
77,CID000-1216,150.49,11/02/2019,NED,Malcolm Ferrell,Electronics,FALSE
78,CID000-400,328.83,25/04/2020,NED,Quintessa Atkins,Branding,FALSE
79,CID000-1671,293.47,08/04/2020,NED,Ian Roman,Electronics,FALSE
80,CID000-1252,479.81,01/06/2019,SAD,Liberty Sweet,Electronics,FALSE
81,CID000-630,52.11,07/11/2019,SAD,Luke Peterson,Office,FALSE
82,CID000-1615,83.87,20/11/2019,SAD,Karly Parker,Office,FALSE
83,CID000-1175,365.53,23/12/2019,SAD,John Mckee,Electronics,1
84,CID000-346,406.44,19/03/2019,SAD,Cole Scott,Branding,FALSE
85,CID000-1098,271.9,08/02/2020,STD,Yvonne Houston,Office,FALSE
86,CID000-568,202.23,20/09/2019,STD,Kevin Mcintyre,Electronics,FALSE
87,CID000-1672,297.11,14/09/2019,SAD,Minerva Buck,Electronics,1
88,CID000-783,215.23,17/04/2019,EXP,Gannon Lawrence,Electronics,FALSE
89,CID000-467,119.29,30/08/2019,SAD,Aline Moreno,Electronics,FALSE
90,CID000-614,484.89,14/05/2019,SAD,Serena Roach,Electronics,FALSE
91,CID000-1207,507.94,26/04/2020,STD,Odessa Levy,Office,FALSE
92,CID000-1512,31.82,11/05/2020,STD,Leigh Camacho,Branding,FALSE
93,CID000-1314,422.82,03/03/2019,NED,Gray Nixon,Electronics,FALSE
94,CID000-538,41.84,21/08/2019,STD,Lucas Dunn,Office,FALSE
95,CID000-1757,353.07,09/07/2019,STD,Kylan Walsh,Electronics,FALSE
96,CID000-1113,42.28,10/07/2020,STD,Amos Christian,Electronics,FALSE
97,CID000-1426,41.6,24/05/2019,SAD,Hope Roberson,Branding,FALSE
98,CID000-519,478.39,27/06/2020,STD,Lucy Trujillo,Office,FALSE
99,CID000-1402,363.29,29/07/2020,NED,Lane Christensen,Branding,FALSE
100,CID000-437,466.39,08/10/2019,SAD,Marsden Sanford,Office,FALSE
101,CID000-1063,41.93,13/04/2019,SAD,Susan Burnett,Branding,FALSE
102,CID000-1274,203.03,25/03/2019,EXP,Justin Bell,Electronics,FALSE
103,CID000-1719,138.27,21/03/2020,STD,Diana Vazquez,Electronics,FALSE
104,CID000-609,141.91,16/07/2019,NED,Grant Porter,Branding,FALSE
105,CID000-712,52,06/07/2019,EXP,Ciara Mcneil,Office,FALSE
106,CID000-1375,363.43,09/02/2019,STD,Hashim Johnston,Branding,FALSE
107,CID000-563,133.74,21/06/2019,NED,Addison Sandoval,Branding,FALSE
108,CID000-511,199.85,09/01/2019,NED,Hammett Buck,Electronics,FALSE
109,CID000-1715,354.62,16/05/2019,NED,Madeson Copeland,Branding,1
110,CID000-910,298.68,20/03/2019,SAD,Gary Grimes,Electronics,FALSE
111,CID000-407,123.87,16/12/2019,STD,Todd Douglas,Office,FALSE
112,CID000-594,208.44,27/06/2020,STD,Ima Levy,Branding,FALSE
113,CID000-918,14.57,08/06/2020,EXP,Declan Day,Branding,FALSE
114,CID000-1056,8.11,18/03/2020,EXP,Savannah Keller,Electronics,FALSE
115,CID000-870,400.69,16/06/2020,NED,Quinn Vega,Electronics,FALSE
116,CID000-800,120.55,19/08/2019,EXP,Alfonso Conley,Electronics,FALSE
117,CID000-1444,235.81,19/10/2019,SAD,Colton Roach,Office,FALSE
118,CID000-1138,26.24,11/11/2019,EXP,Damian Michael,Office,FALSE
119,CID000-446,114.92,12/04/2019,NED,Davis Spencer,Office,FALSE
120,CID000-971,299.51,01/06/2020,EXP,Brody Peterson,Electronics,FALSE
121,CID000-1065,88.56,05/06/2020,SAD,Ethan Hoover,Electronics,FALSE
122,CID000-393,387.38,27/10/2019,NED,Malik Bentley,Branding,FALSE
123,CID000-993,13.32,15/06/2020,NED,Kasper Rosa,Electronics,FALSE
124,CID000-1036,463.92,01/11/2019,STD,Boris Suarez,Electronics,1
125,CID000-363,118.85,05/11/2019,EXP,Gillian Carrillo,Electronics,FALSE
126,CID000-458,101.12,08/10/2019,SAD,Scarlett Pratt,Branding,FALSE
127,CID000-1506,393.77,25/07/2020,NED,Karen Hewitt,Electronics,FALSE
128,CID000-1233,327.47,21/09/2019,STD,Nicholas Vincent,Electronics,FALSE
129,CID000-988,427.58,03/05/2020,EXP,Isaiah Parrish,Electronics,FALSE
130,CID000-870,62.58,26/12/2019,NED,Marny Benton,Branding,FALSE
131,CID000-1254,216.01,01/07/2020,NED,Devin Lott,Electronics,FALSE
132,CID000-1046,409.77,21/06/2020,SAD,Sybil Kane,Electronics,FALSE
133,CID000-385,54.04,05/08/2019,NED,Teegan Herrera,Office,FALSE
134,CID000-1576,29.18,12/04/2020,SAD,Aquila Emerson,Office,FALSE
135,CID000-561,384.83,08/02/2019,EXP,William Powers,Electronics,FALSE
136,CID000-767,244.89,02/07/2019,EXP,Doris Rich,Branding,FALSE
137,CID000-1281,38.3,22/10/2019,NED,Urielle Pittman,Office,FALSE
138,CID000-1021,259.12,27/02/2019,EXP,Jemima Meyer,Office,FALSE
139,CID000-653,468.84,10/02/2020,NED,Winter Chavez,Electronics,FALSE
140,CID000-1278,365,29/02/2020,SAD,Howard Peterson,Branding,FALSE
141,CID000-988,449.48,27/10/2019,SAD,May Mooney,Office,FALSE
142,CID000-358,425.24,13/06/2020,STD,Ignatius Salinas,Electronics,FALSE
143,CID000-1802,234.25,18/11/2019,SAD,Hayes Fernandez,Office,1
144,CID000-1244,479.63,24/05/2019,STD,Marvin Powell,Electronics,FALSE
145,CID000-762,231.35,25/04/2020,EXP,Dexter Fulton,Electronics,FALSE
146,CID000-1185,509.32,29/12/2019,SAD,Raja Grimes,Electronics,FALSE
147,CID000-968,116.87,13/04/2019,NED,Stephen Morgan,Electronics,FALSE
148,CID000-589,307.34,12/09/2019,NED,Erica Maddox,Branding,FALSE
149,CID000-1515,334.19,30/04/2019,STD,Jana Horn,Electronics,FALSE
150,CID000-1091,384.18,27/12/2019,NED,Zena Washington,Electronics,FALSE
151,CID000-1368,208.96,10/07/2019,NED,Hyacinth Gaines,Office,FALSE
152,CID000-1599,466.12,03/10/2019,STD,Eleanor Gentry,Branding,FALSE
153,CID000-1489,379.66,28/10/2019,SAD,Xyla Winters,Electronics,1
154,CID000-710,303.97,28/08/2019,SAD,Tara Oneil,Electronics,FALSE
155,CID000-826,151.01,18/01/2020,EXP,Laurel Mcfarland,Office,FALSE
156,CID000-1632,12.18,28/05/2020,EXP,Leah Jarvis,Office,FALSE
157,CID000-1314,124.93,24/06/2019,EXP,Luke Pittman,Branding,FALSE
158,CID000-456,188.92,31/03/2019,STD,Herman Edwards,Branding,FALSE
159,CID000-1656,327.8,10/02/2019,STD,Sebastian Kim,Office,1
160,CID000-745,391.16,10/10/2019,STD,Dale Mcfarland,Electronics,FALSE
161,CID000-503,250.16,12/03/2020,NED,Lee Benjamin,Electronics,FALSE
162,CID000-502,377.53,21/03/2020,NED,Kiayada Giles,Electronics,FALSE
163,CID000-1602,320.95,05/02/2020,STD,Paki Mooney,Electronics,FALSE
164,CID000-1307,76.35,16/04/2020,NED,Edward Steele,Electronics,1
165,CID000-699,417.04,08/05/2019,EXP,Troy Branch,Office,FALSE
166,CID000-502,35.05,29/09/2019,SAD,Robert Flores,Electronics,FALSE
167,CID000-681,52.14,06/01/2020,EXP,Lars Christensen,Office,FALSE
168,CID000-449,317.95,13/03/2020,STD,Bethany Carr,Electronics,FALSE
169,CID000-1489,228.45,26/09/2019,SAD,Quinlan Sanchez,Electronics,FALSE
170,CID000-664,225.23,14/05/2020,STD,Nadine Boyle,Electronics,FALSE
171,CID000-1201,128.22,24/03/2019,NED,Zenia Mcknight,Office,FALSE
172,CID000-1138,193.37,02/04/2020,SAD,Kevin Brooks,Branding,1
173,CID000-485,168.37,30/06/2019,STD,Scarlet Diaz,Electronics,FALSE
174,CID000-352,333.27,03/01/2020,EXP,Paki Fisher,Office,FALSE
175,CID000-1238,108.54,24/04/2020,NED,Erica Richmond,Office,FALSE
176,CID000-942,437.29,19/03/2019,SAD,Felicia Valencia,Office,FALSE
177,CID000-1420,210.29,23/03/2020,STD,Harrison Coleman,Electronics,FALSE
178,CID000-1454,479.11,04/03/2019,EXP,Grady Short,Electronics,FALSE
179,CID000-819,505.97,03/05/2019,NED,Charissa Soto,Branding,FALSE
180,CID000-572,498.42,20/04/2020,SAD,Brock Livingston,Electronics,FALSE
181,CID000-822,505.15,19/05/2020,EXP,Stephen Sharpe,Electronics,FALSE
182,CID000-1197,374.98,26/11/2019,NED,Latifah Guzman,Branding,FALSE
183,CID000-1797,259.29,05/07/2019,NED,Whilemina Weber,Branding,FALSE
184,CID000-1791,46.05,15/04/2019,STD,Zachary Reynolds,Electronics,FALSE
185,CID000-1792,401.69,25/11/2019,EXP,Sasha Burks,Electronics,FALSE
186,CID000-1672,19.29,21/06/2019,NED,Regina Suarez,Electronics,FALSE
187,CID000-1128,130.22,17/05/2019,EXP,Neville Fox,Electronics,FALSE
188,CID000-1379,223.66,16/07/2019,NED,Daphne Greene,Electronics,FALSE
189,CID000-1373,129.97,05/07/2020,SAD,Jamal Dudley,Branding,FALSE
190,CID000-892,246.39,01/05/2019,STD,Kim Bird,Branding,FALSE
191,CID000-1007,469.48,19/01/2020,NED,Cherokee Mckee,Branding,FALSE
192,CID000-645,351,25/02/2020,STD,Brady Bowen,Electronics,FALSE
193,CID000-1078,198.62,07/04/2019,EXP,Clare Hudson,Branding,FALSE
194,CID000-518,158.97,01/07/2020,SAD,Baxter Perez,Electronics,FALSE
195,CID000-585,249.38,15/09/2019,NED,Macey Chaney,Electronics,FALSE
196,CID000-1232,202.63,02/11/2019,NED,Kelly Dawson,Electronics,1
197,CID000-448,113.99,24/02/2020,NED,Fatima Mack,Branding,FALSE
198,CID000-1156,313.06,02/12/2019,STD,Ashton Rowe,Office,FALSE
199,CID000-935,371.54,03/11/2019,SAD,Macaulay Dudley,Electronics,FALSE
200,CID000-1576,295.33,20/04/2019,SAD,Grady Robles,Office,FALSE
201,CID000-1793,377.64,17/08/2019,STD,Marcia Snow,Office,FALSE
202,CID000-843,82.34,27/06/2020,NED,Griffin Cross,Electronics,FALSE
203,CID000-1744,81.58,11/11/2019,SAD,Jesse Coleman,Electronics,FALSE
204,CID000-966,471.57,29/02/2020,EXP,Carol Barry,Electronics,FALSE
205,CID000-613,15.02,25/05/2020,NED,Kelsey Gilliam,Branding,FALSE
206,CID000-854,217.27,25/02/2020,EXP,Callie Hoffman,Branding,FALSE
207,CID000-1187,340.74,06/01/2019,EXP,Kelly Cash,Electronics,FALSE
208,CID000-1270,448.6,10/11/2019,NED,Lucius Blair,Branding,FALSE
209,CID000-1370,167.87,02/05/2019,STD,Timothy Lewis,Electronics,FALSE
210,CID000-489,270.75,26/05/2019,NED,Brooke Bentley,Electronics,FALSE
211,CID000-1719,126.04,27/01/2019,EXP,Lois Blackwell,Office,FALSE
212,CID000-923,16.13,04/04/2019,NED,Larissa James,Office,FALSE
213,CID000-737,391.5,24/03/2020,EXP,Drew Hensley,Office,FALSE
214,CID000-625,241.68,09/05/2019,STD,Ava Brown,Branding,FALSE
215,CID000-1132,277.02,01/09/2019,NED,Kirby Stuart,Electronics,FALSE
216,CID000-629,359.49,03/02/2019,NED,Susan Woods,Branding,FALSE
217,CID000-735,283.85,18/02/2020,STD,Skyler Lewis,Office,FALSE
218,CID000-1301,200.16,30/03/2020,SAD,Bruno Decker,Branding,FALSE
219,CID000-1468,412.09,14/11/2019,NED,Casey Mckinney,Branding,FALSE
220,CID000-765,233.51,26/03/2019,SAD,Desirae Pierce,Branding,FALSE
221,CID000-1773,202.04,07/06/2020,STD,Denise Stout,Branding,FALSE
222,CID000-588,271.15,21/04/2019,EXP,Danielle Mcdaniel,Office,FALSE
223,CID000-1219,380.84,19/05/2019,STD,Vincent Lara,Branding,1
224,CID000-1447,7.66,21/06/2019,EXP,Mari Johnston,Electronics,1
225,CID000-891,388.69,06/03/2019,SAD,Fredericka Gutierrez,Office,FALSE
226,CID000-443,359.25,30/05/2019,NED,James Marquez,Branding,FALSE
227,CID000-1233,156.87,22/03/2019,STD,Shaine Brewer,Office,FALSE
228,CID000-841,13.09,22/06/2020,EXP,Omar House,Branding,FALSE
229,CID000-1595,91.87,15/07/2019,SAD,Raya Buckner,Electronics,FALSE
230,CID000-487,506.49,21/01/2019,EXP,Illiana Humphrey,Branding,FALSE
231,CID000-789,465.05,23/04/2019,EXP,Hamilton Kelley,Office,FALSE
232,CID000-596,82.89,11/04/2019,NED,Kennan Combs,Office,FALSE
233,CID000-1426,440.27,20/07/2019,SAD,Vera Workman,Electronics,FALSE
234,CID000-1581,156.62,18/02/2019,NED,Elvis Ochoa,Electronics,FALSE
235,CID000-528,313.81,24/07/2019,SAD,Benedict Rodgers,Electronics,FALSE
236,CID000-1766,58.34,29/01/2020,STD,Yoko Collins,Electronics,FALSE
237,CID000-1655,122.96,10/04/2019,NED,Eagan Stuart,Electronics,FALSE
238,CID000-1410,150.39,24/10/2019,STD,Cyrus Peters,Branding,FALSE
239,CID000-429,497.76,11/09/2019,NED,Piper Kerr,Branding,FALSE
240,CID000-1605,79.24,14/04/2020,SAD,Phyllis Molina,Electronics,FALSE
241,CID000-1768,351.18,25/12/2019,NED,Gregory Roach,Electronics,FALSE
242,CID000-604,277.43,05/08/2019,EXP,Allegra Franco,Electronics,FALSE
243,CID000-1576,241.26,19/04/2019,EXP,Kirsten Sherman,Electronics,FALSE
244,CID000-1510,478.39,18/09/2019,STD,Carl Head,Electronics,FALSE
245,CID000-1472,359.85,25/08/2019,SAD,Kylan Cotton,Electronics,FALSE
246,CID000-1255,7.13,03/03/2019,STD,Brenda Goff,Office,1
247,CID000-882,141.96,17/07/2019,SAD,Zahir Lamb,Branding,FALSE
248,CID000-802,325.61,16/04/2020,NED,Tashya Williams,Electronics,FALSE
249,CID000-1305,200.23,05/12/2019,SAD,Solomon York,Electronics,FALSE
250,CID000-630,397.81,10/05/2019,NED,Hollee Weaver,Office,FALSE
251,CID000-1533,83.34,06/05/2020,NED,Herman Owen,Office,FALSE
252,CID000-698,58.79,12/05/2019,SAD,Nicholas Hurley,Electronics,FALSE
253,CID000-1165,129.66,05/01/2020,EXP,Tobias Robertson,Branding,1
254,CID000-921,378.6,15/01/2019,NED,Gray Walters,Electronics,FALSE
255,CID000-1354,18.83,31/07/2019,STD,Rudyard Coffey,Office,FALSE
256,CID000-734,107.9,03/03/2020,NED,Russell Horton,Branding,FALSE
257,CID000-943,195.38,13/01/2020,STD,Lisandra England,Office,FALSE
258,CID000-912,68.18,26/02/2019,SAD,Dawn Vaughan,Electronics,FALSE
259,CID000-1294,90.1,04/08/2019,STD,Grady Palmer,Electronics,1
260,CID000-419,497.64,15/01/2020,EXP,Isadora Eaton,Branding,FALSE
261,CID000-986,200.46,13/07/2019,STD,Kuame Tanner,Electronics,FALSE
262,CID000-1007,240.25,19/06/2020,NED,Axel Horton,Branding,1
263,CID000-884,344.1,28/03/2020,SAD,Pascale Cotton,Electronics,FALSE
264,CID000-1477,55.32,14/11/2019,EXP,Baxter Odonnell,Office,FALSE
265,CID000-1580,192.12,28/05/2019,NED,Olivia Mclean,Electronics,FALSE
266,CID000-1346,308.32,10/12/2019,NED,Quamar Bond,Electronics,FALSE
267,CID000-727,188.2,07/05/2020,EXP,Kessie Coffey,Electronics,FALSE
268,CID000-1801,192.45,27/02/2020,SAD,Maile Stevens,Electronics,FALSE
269,CID000-465,66.52,06/02/2020,NED,Hoyt Battle,Electronics,FALSE
270,CID000-470,245.28,24/11/2019,EXP,Justina Rollins,Electronics,FALSE
271,CID000-834,442.73,10/05/2019,EXP,Warren Frazier,Office,FALSE
272,CID000-1255,124.9,13/02/2019,SAD,Indigo Walsh,Electronics,FALSE
273,CID000-1537,312.74,12/10/2019,NED,Alice Richard,Branding,FALSE
274,CID000-1451,90.59,16/04/2019,STD,Brielle Gould,Electronics,FALSE
275,CID000-881,214.91,15/04/2020,EXP,Rosalyn Cohen,Electronics,FALSE
276,CID000-1769,470.12,18/03/2020,EXP,Lunea Webster,Branding,FALSE
277,CID000-694,272.92,13/09/2019,EXP,Neve Foreman,Office,FALSE
278,CID000-906,408.65,11/05/2019,NED,Sarah Walton,Electronics,FALSE
279,CID000-993,399.46,09/05/2019,STD,Imogene Mcmahon,Electronics,1
280,CID000-1134,436.89,03/05/2020,NED,Madeson Woodward,Branding,FALSE
281,CID000-1021,208.42,15/05/2019,STD,Lilah Figueroa,Electronics,1
282,CID000-977,264.95,29/09/2019,SAD,Anjolie Lopez,Branding,FALSE
283,CID000-1096,289.95,17/08/2019,NED,Veronica Donaldson,Electronics,FALSE
284,CID000-1497,447.34,19/03/2019,SAD,Xyla Maddox,Branding,1
285,CID000-1455,6.96,12/01/2019,NED,Shelby Hancock,Electronics,FALSE
286,CID000-1173,4.93,09/07/2019,SAD,Camille Vance,Electronics,FALSE
287,CID000-774,175.79,05/06/2020,NED,Hanna Freeman,Office,FALSE
288,CID000-1451,178.57,05/02/2020,EXP,Breanna Blevins,Office,FALSE
289,CID000-371,401.87,04/02/2020,STD,Ross Ewing,Office,FALSE
290,CID000-856,364.33,13/04/2019,STD,Zorita Contreras,Electronics,FALSE
291,CID000-446,309.42,05/05/2020,SAD,Vincent Bean,Electronics,FALSE
292,CID000-1255,378.19,03/12/2019,NED,Oren Barker,Electronics,FALSE
293,CID000-1669,103.74,27/04/2020,EXP,Ariel Harvey,Branding,FALSE
294,CID000-667,111.93,16/04/2020,STD,Clio Ellison,Office,FALSE
295,CID000-1349,458.53,22/06/2020,SAD,Gretchen Grimes,Electronics,FALSE
296,CID000-737,251.97,06/12/2019,NED,Virginia Garrett,Electronics,FALSE
297,CID000-1558,112.87,11/03/2020,EXP,Samuel Goodman,Office,1
298,CID000-1722,332.63,09/03/2019,NED,April Pennington,Branding,FALSE
299,CID000-493,42.96,18/06/2020,SAD,Sierra Larson,Branding,FALSE
300,CID000-1001,126.21,04/02/2019,SAD,Faith Mcconnell,Branding,FALSE
301,CID000-1441,133.73,07/03/2020,EXP,Yasir Sharp,Branding,FALSE
302,CID000-1665,222.8,29/10/2019,STD,Magee Shaffer,Electronics,FALSE
303,CID000-565,399.26,26/06/2020,EXP,Uma Bean,Electronics,FALSE
304,CID000-641,382.96,09/09/2019,STD,Caldwell Dale,Electronics,FALSE
305,CID000-1622,431.46,20/04/2020,NED,Amir Patrick,Branding,FALSE
306,CID000-1542,422.64,05/02/2019,NED,Uma Conrad,Electronics,FALSE
307,CID000-1061,323.03,29/08/2019,NED,Leo Aguirre,Electronics,FALSE
308,CID000-1410,406.28,20/03/2019,STD,Yasir Holder,Branding,FALSE
309,CID000-414,180.78,10/08/2019,STD,Orlando Brewer,Electronics,FALSE
310,CID000-1328,167.71,07/06/2020,SAD,Brian Holloway,Electronics,FALSE
311,CID000-468,127.88,13/02/2020,NED,Unity Baker,Electronics,FALSE
312,CID000-906,500.08,28/04/2019,EXP,Hadley Riley,Electronics,FALSE
313,CID000-1574,124.37,28/04/2019,EXP,Kirk Jacobson,Electronics,FALSE
314,CID000-1769,488.68,24/04/2020,STD,Griffith Chaney,Electronics,FALSE
315,CID000-1335,119.09,29/03/2020,STD,Medge Daugherty,Office,FALSE
316,CID000-1800,361.61,27/07/2019,SAD,Haviva Evans,Electronics,FALSE
317,CID000-1382,105.19,10/09/2019,EXP,Fitzgerald Colon,Office,FALSE
318,CID000-1474,5.77,13/10/2019,EXP,Willa Spence,Office,FALSE
319,CID000-442,228.92,05/07/2020,SAD,Mia Lester,Electronics,FALSE
320,CID000-1241,120.74,26/12/2019,NED,Herrod Vargas,Office,FALSE
321,CID000-426,16.26,01/01/2020,STD,Xerxes Keller,Electronics,FALSE
322,CID000-1801,154.53,21/09/2019,EXP,Glenna Delaney,Electronics,FALSE
323,CID000-1024,52.54,11/07/2020,STD,Idona Nunez,Electronics,FALSE
324,CID000-825,104.89,19/03/2019,NED,Baxter Conway,Branding,FALSE
325,CID000-968,91.57,14/12/2019,NED,Malachi Coffey,Office,1
326,CID000-368,229.18,15/04/2020,NED,Tanek Norris,Electronics,FALSE
327,CID000-1481,382.05,21/02/2020,SAD,Iris Wolfe,Office,FALSE
328,CID000-605,261.9,01/01/2020,SAD,Xerxes Frye,Office,FALSE
329,CID000-504,126.95,17/06/2020,NED,Nasim Roth,Office,FALSE
330,CID000-1378,281.84,15/06/2019,STD,Simon Humphrey,Branding,FALSE
331,CID000-1053,101.72,07/06/2020,SAD,Jade Washington,Electronics,1
332,CID000-1734,123.36,23/11/2019,SAD,Amy Rios,Electronics,FALSE
333,CID000-757,506.11,23/03/2020,EXP,Ramona Oneil,Electronics,FALSE
334,CID000-1314,167.97,08/02/2020,NED,Rhonda Nelson,Electronics,FALSE
335,CID000-397,64.78,11/02/2019,STD,Alec Gray,Electronics,FALSE
336,CID000-886,4.01,19/04/2019,STD,Larissa Carter,Branding,FALSE
337,CID000-1518,32.13,01/03/2020,NED,Dakota Frank,Electronics,FALSE
338,CID000-1453,366.67,03/12/2019,SAD,Avram Pittman,Electronics,FALSE
339,CID000-769,78.9,16/03/2019,NED,Keane Wagner,Electronics,FALSE
340,CID000-1760,156.24,10/08/2019,STD,Whilemina Stewart,Office,FALSE
341,CID000-873,72.82,16/02/2020,SAD,Gloria Boyle,Branding,FALSE
342,CID000-431,114.07,08/03/2020,STD,Reece Foreman,Electronics,1
343,CID000-1433,366.95,22/04/2019,NED,Indira House,Branding,FALSE
344,CID000-1742,472.39,23/05/2019,STD,Merrill Wheeler,Branding,FALSE
